GENE	Glycerol_5.7	Glycerol_7	Pyruvate_5.7	Pyruvate_7	Pfam	GO
MT_RS15640	78.1296	86.1758	78.1497	79.0286	ApbA,F420_oxidored,NAD_Gly3P_dh_C,NAD_Gly3P_dh_N,NAD_binding_2	GO:0004367,GO:0005975,GO:0016616,GO:0046168,GO:0050661,GO:0051287,GO:0055114
MT_RS15645	38.9012	26.9954	38.7532	29.0112	CofC,NTP_transf_3	GO:0016779
MT_RS15650	97.3890	106.3845	101.3400	117.8400	PLDc_2,PP_kinase,PP_kinase_C,PP_kinase_C_1,PP_kinase_N	
MT_RS15655	133.4900	220.2815	174.7530	184.4555	His_Phos_1,NUDIX	GO:0016787
MT_RS15660	2201.7150	4417.5150	2900.1250	3685.9150	Bac_DNA_binding	GO:0003677
MT_RS15665	34.0375	77.5376	42.7287	40.1648	Aconitase_C	
MT_RS15670	68.2193	169.9760	88.6643	99.8601	Aconitase	
MT_RS15675	310.9995	309.5725	225.2505	186.7345	HTH_IclR,IclR	GO:0003677,GO:0006355
MT_RS15680	122.0190	127.5575	148.9975	94.9535		
MT_RS15685	108.3125	120.2515	109.0875	103.3493	Putative_PNPOx,Pyridox_ox_2	
MT_RS15700	95.7611	133.5065	146.8930	119.3775	tRNA-synt_1c	GO:0004812,GO:0005524,GO:0043039
MT_RS15705	187.7970	249.7535	275.5435	233.9075	DUF2437,FAA_hydrolase	GO:0003824
MT_RS15710	71.6732	89.1284	90.7203	95.3062	MFS_1	GO:0055085
MT_RS15715	273.0515	283.8935	311.4720	280.1385	2-Hacid_dh,2-Hacid_dh_C,ACT,NAD_binding_2	GO:0016616,GO:0050661,GO:0051287,GO:0055114
MT_RS15720	35.4956	29.7837	37.4681	28.2328	NAD_binding_8	
MT_RS15725	9.4720	3.1170	11.8222	6.2590		
MT_RS15730	0.0000	0.0000	0.0000	0.0000	HAMP	GO:0007165,GO:0016021
MT_RS15735	22.2353	21.4062	34.2952	17.5302	DUF1529	
MT_RS15740	22.9268	19.6189	32.0963	18.4746	ABC_tran,UPF0014	GO:0005524,GO:0016887
MT_RS15745	271.8185	357.6830	390.0090	352.8230	2-Hacid_dh_C,IlvC,IlvN,NAD_binding_2	GO:0004455,GO:0009082,GO:0050661,GO:0051287,GO:0055114
MT_RS15750	162.8305	191.5615	211.6865	172.3380	ACT,ACT_5,ALS_ss_C	
MT_RS15755	173.1215	226.0220	237.3610	220.7005	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N	GO:0000287,GO:0003824,GO:0030976
MT_RS15760	448.3210	566.3095	469.3835	473.4410	bPH_6	
MT_RS15765	354.3710	616.8460	372.7875	535.7450	DoxX	
MT_RS15770	294.4345	309.6110	318.4610	312.5830	GSDH	
MT_RS15775	153.7150	125.1775	109.8460	118.8235	Flavin_Reduct	GO:0010181
MT_RS15780	113.8990	108.8672	90.8208	92.5222		
MT_RS15785	100.8436	114.1815	116.3645	110.6975	GatB_N,GatB_Yqey	GO:0016874,GO:0016884
MT_RS15790	132.4145	95.7418	93.8773	93.3466	NAD_kinase,PFK	GO:0003872,GO:0003951,GO:0006096,GO:0006741
MT_RS15795	64.7024	104.3169	105.2580	102.7896	Amidase	
MT_RS15800	25.2155	29.0426	36.6337	36.3426	Glu-tRNAGln	GO:0006450
MT_RS15805	30.1463	41.4754	51.4899	39.6668		
MT_RS15810	48.6442	58.4666	65.5992	58.9274	BRCT,DNA_ligase_OB,DNA_ligase_ZBD,DNA_ligase_aden,HHH,HHH_2,HHH_5,PTCB-BRCT	GO:0003677,GO:0003911,GO:0006260,GO:0006281
MT_RS15815	66.7299	49.1136	70.9444	51.4299	Meth_synt_2	GO:0003871,GO:0008270,GO:0009086
MT_RS15820	123.8030	46.0752	136.5095	53.7824	PknH_C	
MT_RS15825	23.8391	34.7068	43.7126	41.2334		
MT_RS15830	1.5881	1.2927	1.2043	0.0000		
MT_RS15840	128.1105	40.1278	64.8144	40.8022	HTH_21,HTH_Tnp_1,rve,rve_3	GO:0003677,GO:0004803,GO:0006313,GO:0015074
MT_RS15850	0.0000	0.0000	0.0000	0.0000		
MT_RS15855	7.7886	3.3947	10.8501	0.0000	WXG100	
MT_RS15860	8.8110	9.2630	22.8599	15.5627	WXG100	
MT_RS15865	2.4107	1.4879	2.3958	1.6209	PPE	
MT_RS15870	1.2782	0.0000	0.0000	0.0000	PE	
MT_RS15875	3.1037	5.8121	5.0494	3.8937	Transposase_mut	GO:0003677,GO:0004803,GO:0006313
MT_RS15880	104.9940	104.9905	129.7000	91.1962	ThiI,tRNA_Me_trans	GO:0004810
MT_RS15885	173.0385	163.1595	177.6035	146.7650	Aminotran_5,Beta_elim_lyase	GO:0006520,GO:0016829
MT_RS15890	22.9195	24.1173	21.2462	22.5188	Acyltransferase	GO:0016746
MT_RS15895	19.4624	22.5349	23.1451	21.3361	Acetyltransf_5	
MT_RS15900	491.9925	978.4805	747.0700	904.8810	ETF,ETF_alpha	
MT_RS15905	450.5615	996.7170	753.0825	918.2250	ETF	
MT_RS15910	112.2560	309.8095	202.5560	296.2770	Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Methyltransf_8	GO:0005730,GO:0008168
MT_RS15915	47.9459	110.3515	72.3202	101.4385	DUF1957,Glyco_hydro_57	GO:0003824,GO:0005975
MT_RS15920	34.7886	90.7260	54.6095	69.9470	Glyco_trans_1_2,Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glyco_transf_5,Glycos_transf_1	
MT_RS15925	47.7242	131.3175	92.9867	102.6078		
MT_RS15930	59.1202	98.3645	266.8870	255.0620	DUF4333	
MT_RS15935	116.5385	193.3950	131.6825	146.2835	Hexapep	
MT_RS15940	80.0853	92.5448	89.5461	83.6577	PQQ_2	
MT_RS15945	151.2900	124.2720	161.4465	134.4795	DUF3298	
MT_RS15950	34.8855	40.2298	28.3798	35.6909	Thump_like	
MT_RS15955	202.2015	252.8490	224.9185	248.4085	Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,NodS,Ubie_methyltran	GO:0008168,GO:0008757,GO:0009312,GO:0009877
MT_RS15960	62.8341	112.7560	102.6470	101.6350	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS15965	68.1574	110.0490	105.4740	109.8035		
MT_RS15970	64.6585	100.3602	99.3522	86.2807	ABC_tran	GO:0005524,GO:0016887
MT_RS15975	153.8210	183.5505	185.2520	143.2585	ACT_6,HAD,Hydrolase,Hydrolase_3,S6PP	
MT_RS15980	319.2880	381.3230	430.4770	378.0585	COX1	GO:0004129,GO:0009060,GO:0016021,GO:0020037,GO:0055114
MT_RS15985	0.0000	0.0000	0.0000	0.0000		
MT_RS15990	243.4890	260.6595	300.2430	249.4575	Peripla_BP_2	
MT_RS15995	261.4515	358.3940	363.8650	358.9335	ADH_N,ADH_zinc_N	GO:0055114
MT_RS16000	792.0040	1117.0250	920.6345	1154.1200	DUF3349	
MT_RS16005	5.6213	13.8234	13.8247	3.5099		
MT_RS16010	50.6303	108.2695	54.3447	90.3078	Ribonuc_red_sm	GO:0009263
MT_RS16015	176.3645	176.2875	146.1650	173.8880	FMO-like,K_oxygenase,NAD_binding_8,Pyr_redox_3	GO:0004499,GO:0050660,GO:0050661,GO:0055114
MT_RS16020	359.2020	355.5820	313.0635	286.6530	TetR_N	GO:0003677
MT_RS16025	938.3725	933.5945	890.4695	835.1445	RNR_N,Ribonuc_red_lgC,Ribonuc_red_lgN	GO:0004748,GO:0005524,GO:0006260,GO:0055114
MT_RS16030	942.7865	939.9970	843.9385	876.9140	Flavodoxin_NdrI	GO:0006464,GO:0010181
MT_RS16035	0.0000	0.0000	0.0000	0.0000	Glutaredoxin	GO:0009055,GO:0015035,GO:0045454
MT_RS16040	154.1980	29.5433	123.0095	93.3314	FMN_red,Flavodoxin_2	GO:0016491
MT_RS16045	52.3341	47.7172	40.0252	43.1593	TetR_N	GO:0003677
MT_RS16050	43.9821	54.3229	49.8397	49.6059	IMS,IMS_C	GO:0003684,GO:0006281
MT_RS16055	48.2447	74.0785	45.4826	69.6526	KR,adh_short,adh_short_C2	
MT_RS16060	123.4550	275.3550	136.7460	263.1670	TetR_N	GO:0003677
MT_RS16065	103.5770	174.6100	122.7275	187.2165	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS16070	92.2193	76.9088	71.8011	68.0755	FCD,GntR	GO:0003700,GO:0006355
MT_RS16075	39.0243	45.3422	28.9975	42.5174	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS16080	89.0906	61.3239	83.2184	65.6536	DNA_ligase_A_C,DNA_ligase_A_M,DNA_ligase_A_N	GO:0003677,GO:0003910,GO:0005524,GO:0006281,GO:0006310
MT_RS16085	30.3736	29.5235	36.8432	28.8222	CstA,CstA_5TM	GO:0009267,GO:0016020
MT_RS16090	31.6280	45.8397	40.3004	39.2322	DoxX	
MT_RS16095	234.7880	422.0450	451.4100	551.3920	Multi_Drug_Res	GO:0016021
MT_RS16100	46.7327	63.1362	51.7931	62.6127	TetR_N	GO:0003677
MT_RS16105	135.3130	115.1191	146.0365	98.2198	DUF732	
MT_RS16115	31.0498	27.4842	33.0562	26.4240	PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV	GO:0005975,GO:0016868,GO:0071704
MT_RS16120	111.4240	162.8205	141.0950	137.6375	CRCB	GO:0016021
MT_RS16125	27.5890	33.2221	36.8248	33.7178	CRCB	GO:0016021
MT_RS16130	32.5207	22.4273	29.2629	23.7701	DUF190	
MT_RS16135	31.1434	40.2185	43.5904	41.5797	Bac_luciferase	GO:0016705,GO:0055114
MT_RS16140	80.8422	77.3508	92.7130	74.1071	DUF488	
MT_RS16145	204.6305	83.2588	67.7940	57.6979	DUF222	
MT_RS16150	320.3070	316.2150	327.8225	281.6215	HpcH_HpaI	GO:0003824
MT_RS16155	79.6144	118.9990	120.8245	106.9915	Polyketide_cyc,Polyketide_cyc2	
MT_RS16160	42.1739	69.0583	62.8783	65.8294	Sulfatase	GO:0008484
MT_RS16165	92.5778	118.0905	110.8965	111.0930		
MT_RS16170	38.2051	25.0612	33.0859	25.2347	Bac_luciferase	GO:0016705,GO:0055114
MT_RS16175	58.5738	25.4374	19.8143	19.1946	AAA_16,Pkinase,Pkinase_Tyr	GO:0004672,GO:0005524,GO:0006468
MT_RS16180	58.4119	41.7490	53.3815	40.3556	DUF2204	
MT_RS16185	43.9982	24.4770	30.5020	25.6780	Arabinose_bd,HTH_18,HTH_AraC	GO:0003700,GO:0006355,GO:0043565
MT_RS16190	138.7125	246.8440	146.1980	309.3275	FMO-like,K_oxygenase,NAD_binding_8,Pyr_redox_2	GO:0004499,GO:0016491,GO:0050660,GO:0050661,GO:0055114
MT_RS16195	81.8477	125.9315	77.9121	154.0610	Abhydrolase_3,Say1_Mug180	GO:0016787
MT_RS16200	75.8563	130.2490	83.1711	151.9735	KR,adh_short,adh_short_C2	
MT_RS16205	204.4650	243.2455	156.6850	268.0700	ADH_N,ADH_zinc_N,ADH_zinc_N_2	GO:0055114
MT_RS16210	118.9730	143.5395	72.8919	176.8860	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS16215	83.6720	104.1760	60.2565	115.0365	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS16220	91.2787	108.1155	62.2660	111.6765	AMP-binding,AMP-binding_C	GO:0003824
MT_RS16225	27.1991	45.8203	48.1037	49.3719	Band_7	
MT_RS16230	92.5876	95.2037	91.0324	97.4782	Patatin	GO:0006629
MT_RS16235	283.5190	148.3400	128.2880	135.0665	DUF808	
MT_RS16240	64.6085	49.4618	52.6265	52.8670	Bac_luciferase	GO:0016705,GO:0055114
MT_RS16245	64.3062	40.0019	47.0802	42.0105	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS16250	153.2415	123.9120	117.2770	97.6638	HTH_5,HxlR	GO:0003700,GO:0006355
MT_RS16255	172.7165	139.5660	165.8250	127.9970		
MT_RS16260	15.0201	13.1702	13.4002	11.5095	Abhydrolase_3,PE,Say1_Mug180	GO:0016787
MT_RS16270	385.1765	414.8085	476.7340	418.1595	PemK_toxin	GO:0003677
MT_RS16275	220.3115	249.1295	199.4755	227.9005	DinB_2,MDMPI_C,MDMPI_N	GO:0046872
MT_RS16280	80.9642	104.9230	124.4505	91.8923	SmpB	GO:0003723
MT_RS16285	154.5610	181.9955	221.4395	145.4960	FtsX,FtsX_ECD	GO:0016020
MT_RS16290	159.5335	157.1445	192.4895	140.4785	AAA_21,ABC_tran	GO:0005524,GO:0016887
MT_RS16295	66.6205	61.1914	80.9657	55.7495		
MT_RS16300	183.8995	167.5785	162.2550	140.3350	MS_channel	GO:0016020,GO:0055085
MT_RS16305	181.9755	130.6715	175.2495	120.5830	PCRF,RF-1	GO:0003747,GO:0006415
MT_RS16310	64.0503	90.8575	96.9656	85.7934	Pyr_redox_2	GO:0016491,GO:0055114
MT_RS16315	31.6388	42.9115	45.0523	43.2017	FAD-oxidase_C,FAD_binding_4	GO:0003824,GO:0016491,GO:0050660,GO:0055114
MT_RS16330	1.6359	9.4565	2.8989	6.3984	Fer4_12,Fer4_14,Mob_synth_C,Radical_SAM	GO:0003824,GO:0006777,GO:0019008,GO:0051536,GO:0051539
MT_RS16335	10.6014	29.8512	11.4998	25.7523	Pterin_4a	GO:0006729,GO:0008124
MT_RS16340	3.1259	14.0419	4.3680	12.5044	MoaC	GO:0006777
MT_RS16345	0.0000	0.0000	0.0000	0.0000	ThiS	
MT_RS16350	5.3733	7.9010	4.1257	5.9811	HAD,HAD_2,Hydrolase_like	
MT_RS16355	9.7381	6.5245	4.3604	7.8006	MafB19-deam,dCMP_cyt_deam_1	GO:0002100,GO:0008251
MT_RS16360	3.1037	5.8121	5.0494	3.8937	Transposase_mut	GO:0003677,GO:0004803,GO:0006313
MT_RS16365	115.6670	167.0690	166.0665	163.4850	Rhodanese,ThiF	GO:0008641
MT_RS16370	184.7605	231.7130	287.4870	213.3430	Rhodanese	
MT_RS16375	828.2020	1134.6050	1192.2800	931.0400	CarboxypepD_reg,DUF1416	
MT_RS16380	224.9670	389.0965	311.9825	400.9990	MoaE	GO:0006777
MT_RS16385	85.1483	126.4700	102.0800	110.4818	Methyltransf_11,Methyltransf_25	GO:0008168
MT_RS16390	45.3179	76.9022	66.6533	69.6191	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS16395	186.7095	244.8725	311.6525	221.9950		
MT_RS16400	88.2759	73.4415	103.3641	66.4954		
MT_RS16405	7.2711	7.8618	9.3114	7.6153	BTAD,Trans_reg_C	GO:0000160,GO:0003677,GO:0006355
MT_RS16410	35.8675	42.6748	47.5066	28.5739	PE_PPE_C,PPE	
MT_RS16415	25.8275	11.7571	13.6065	10.0820		
MT_RS16420	57.1018	23.4505	37.1955	59.4428		
MT_RS16425	12.6933	20.0814	32.2645	65.3063		
MT_RS16430	7.2600	4.0369	7.8618	9.3604		
MT_RS16435	13.6833	14.6975	15.6933	38.8893	Pyridox_ox_2	
MT_RS16440	23.5021	18.1160	30.4772	85.9194	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS16445	11.2420	13.4151	11.7924	33.7708		
MT_RS16450	95.1319	52.9869	91.1089	72.0087	GAF,GAF_2,GAF_3,HATPase_c,HisKA_3	GO:0000155,GO:0000160,GO:0005515,GO:0016021,GO:0046983
MT_RS16455	97.2978	51.3312	81.0850	84.0944	GerE,Response_reg	GO:0000160,GO:0006355
MT_RS16460	52.9505	44.4080	62.9529	102.0792	Usp	
MT_RS16465	508.5740	58.5207	596.5375	71.3541	PE_PPE_C,PPE	
MT_RS16470	652.9945	145.5595	648.9955	145.8620		
MT_RS16475	102.0785	24.8714	117.7335	26.5123	Inositol_P	GO:0046854
MT_RS16480	131.2030	50.0951	84.4729	45.3073	Radical_SAM	GO:0003824,GO:0051536
MT_RS16485	208.6630	102.9220	247.0035	109.0111	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS16490	247.3085	120.8310	300.9790	120.7086	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M	GO:0016627,GO:0055114
MT_RS16495	258.0535	205.4710	221.6870	181.6230	ADH_N,ADH_zinc_N,ADH_zinc_N_2	GO:0055114
MT_RS16500	374.8685	348.6940	313.2460	367.8350		
MT_RS16505	196.2385	585.2105	373.0900	658.4855		
MT_RS16510	105.2515	209.0625	117.0450	193.7845	PPE	
MT_RS16515	317.9195	472.7105	266.6995	382.3850	Oxidored_q4	GO:0008137,GO:0055114
MT_RS16520	322.5165	513.1185	326.6420	420.3310	Oxidored_q6	GO:0051536,GO:0055114
MT_RS16525	213.2290	365.0300	237.1265	320.0605	Complex1_30kDa	GO:0008137,GO:0055114
MT_RS16530	167.3100	299.2130	177.3165	239.8505	Complex1_49kDa	GO:0016651,GO:0048038,GO:0051287,GO:0055114
MT_RS16535	278.2705	471.5620	288.2050	440.7660	2Fe-2S_thioredx	
MT_RS16540	181.5845	311.5655	188.8005	267.2760	Complex1_51K,NADH_4Fe-4S,SLBB	GO:0051539
MT_RS16545	262.0420	400.7985	252.7550	349.4380	Fer2,Fer2_4,Molybdopterin,Molydop_binding,NADH-G_4Fe-4S_3	GO:0009055,GO:0016491,GO:0043546,GO:0051536,GO:0055114
MT_RS16550	226.7985	365.0650	236.6175	314.5865	NADHdh	GO:0016020,GO:0055114
MT_RS16555	159.1130	251.3955	172.9825	233.8745	Fer4,Fer4_10,Fer4_2,Fer4_3,Fer4_4,Fer4_6,Fer4_7,Fer4_9	
MT_RS16560	292.8635	471.5425	299.6555	431.1965	Oxidored_q3	GO:0008137,GO:0055114
MT_RS16565	325.3680	590.3450	332.9480	425.6565	Oxidored_q2	
MT_RS16570	212.1825	323.4435	200.8120	285.6240	Proton_antipo_M,Proton_antipo_N	
MT_RS16575	239.2095	386.3280	248.7760	340.0365	Proton_antipo_M	
MT_RS16580	209.7110	356.2410	223.2760	316.3110	Proton_antipo_M	
MT_RS16585	20.7697	19.8414	16.6086	12.3708	PPE,Pentapeptide_2	
MT_RS16590	77.5056	37.0433	25.3037	18.8689	PPE,Pentapeptide_2	
MT_RS16595	800.1015	319.5605	196.1070	162.0290	TetR_N	GO:0003677
MT_RS16600	2138.0800	863.2435	520.5995	519.6020	Rieske,Ring_hydroxyl_A	GO:0005506,GO:0016491,GO:0044237,GO:0051537,GO:0055114
MT_RS16605	88.1423	43.9856	50.0786	30.0341		
MT_RS16610	24.4864	19.0491	21.5659	18.2972	DUF58	
MT_RS16615	59.4780	37.9345	48.4162	36.4458	AAA_3,AAA_5,AAA_lid_2,Sigma54_activat	GO:0005524,GO:0006355,GO:0008134,GO:0016887
MT_RS16620	32.6070	22.7792	30.7221	25.0711		
MT_RS16625	45.5202	34.3392	31.0609	31.7579	DUF4129	
MT_RS16630	22.8361	15.9663	15.9249	16.3125	TetR_C_11,TetR_N	GO:0003677
MT_RS16635	28.5042	50.1028	44.4898	48.9158	APH	
MT_RS16640	54.4578	97.3728	81.5710	101.8271		
MT_RS16645	54.0237	50.6076	41.0995	46.5849	Amino_oxidase,DAO,FAD_binding_2,NAD_binding_8,Pyr_redox_2	GO:0016491,GO:0055114
MT_RS16650	370.4090	296.7835	275.7570	366.7445	Abhydrolase_1,Abhydrolase_4,Abhydrolase_6,Hydrolase_4	
MT_RS16660	341.8505	181.3300	252.9825	194.8540	TetR_N	GO:0003677
MT_RS16665	48.3605	38.8140	56.2017	78.7240	adh_short,adh_short_C2	
MT_RS16670	87.0583	47.1788	91.8544	49.1564	Amidase	
MT_RS16675	54.1622	17.5027	23.4029	19.2250	Abhydrolase_1,Abhydrolase_6	
MT_RS16680	66.9739	32.1789	68.8340	41.2957	Abhydrolase_1,Abhydrolase_6,Hydrolase_4	
MT_RS16685	6.5322	3.7164	6.9527	5.1321	F420H2_quin_red	GO:0016491,GO:0055114
MT_RS16690	24.5852	22.7582	18.8456	12.6346		
MT_RS16695	27.2920	32.5331	27.1923	30.3850	AAA_14,DUF4143	
MT_RS16700	37.7837	26.4075	31.2585	35.8156	PIN	
MT_RS16705	86.4639	39.2413	49.5122	79.4253	PhdYeFM_antitox	
MT_RS16710	253.5610	195.5620	170.7000	221.1240	Gp49	
MT_RS16715	110.4350	67.1021	67.5248	146.3375	HTH_3,HTH_31,HTH_37	
MT_RS16720	346.9165	188.1485	222.9170	194.8030	DUF2384	
MT_RS16725	54.6332	32.3494	38.2879	32.4507	RES	
MT_RS16730	75.1203	83.3484	89.1607	75.3936		
MT_RS16735	0.0000	0.0000	0.0000	0.0000		
MT_RS16740	0.0000	0.0000	0.0000	0.0000		
MT_RS16745	46.2812	62.8850	56.6621	58.3250	HTH_23,HTH_38,rve	GO:0015074
MT_RS16755	19.5637	15.0137	16.0870	12.6783	Bac_luciferase	GO:0016705,GO:0055114
MT_RS16760	206.8945	180.1890	212.9135	170.5930	UPF0182	GO:0016021
MT_RS16765	72.0897	110.7615	115.5495	110.1315	Lon_C,PDZ_2	GO:0004176,GO:0004252,GO:0005515,GO:0006508
MT_RS16770	13.8308	8.6415	12.7645	7.7136	Zincin_2	
MT_RS16775	29.7705	35.0115	34.9485	31.6149		
MT_RS16780	0.0000	0.0000	0.0000	0.0000		
MT_RS16785	477.0000	210.0815	329.9355	202.5630	ABC1,APH	
MT_RS16790	0.0000	0.0000	0.0000	0.0000	AT_hook,Whib	GO:0003677
MT_RS16795	122.4215	144.0060	155.4790	178.1220	AAA_19,HRDC,UvrD-helicase,UvrD_C,UvrD_C_2	GO:0003676,GO:0005524,GO:0016787
MT_RS16800	0.0000	0.0000	0.0000	0.0000	Glutaredoxin	GO:0009055,GO:0015035,GO:0045454
MT_RS16805	106.2325	169.0160	138.8005	143.2860	NUDIX,NUDIX-like,zf-NADH-PPase	GO:0016787,GO:0046872
MT_RS16810	220.7395	245.8090	208.1935	201.1670	Ion_trans_2,TrkA_N	GO:0006813
MT_RS16815	22.1698	17.6377	13.7370	13.5720	AAA_19,PDDEXK_1,UvrD-helicase,UvrD_C	GO:0005524,GO:0016787
MT_RS16820	34.7693	31.1276	19.1510	24.5057	AAA_19,PDDEXK_1,UvrD-helicase,UvrD_C	GO:0005524,GO:0016787
MT_RS16825	0.0000	0.0000	0.0000	0.0000		
MT_RS16830	67.6837	73.4129	75.7261	83.8772	Abhydrolase_1,Abhydrolase_6,Hydrolase_4,Thioesterase	GO:0009058,GO:0016788
MT_RS16835	89.0315	95.1124	86.0713	127.1860	DNA_binding_1	GO:0003824,GO:0006281
MT_RS16840	455.7845	381.8425	377.6520	353.0470		
MT_RS16845	342.7115	212.4710	226.6780	208.9185	Rhodanese,ThiF	GO:0008641
MT_RS16850	283.1225	321.0005	281.5955	296.3585	DUF3152	
MT_RS16855	269.3275	450.1185	359.5565	376.3290	TetR_N	GO:0003677
MT_RS16860	0.0000	0.0000	0.0000	0.0000	DUF3107	
MT_RS16865	196.8545	161.2525	126.0735	134.2770	Mycobact_memb	
MT_RS16870	102.5279	192.6250	128.2770	165.1525	MiaE_2	
MT_RS16875	399.4360	499.0565	318.9820	454.6900	DEAD,Helicase_C	GO:0003676,GO:0005524
MT_RS16880	342.8640	383.8305	189.8765	276.9200		
MT_RS16885	371.1960	612.2370	506.0995	546.7150	AAA_31,ArsA_ATPase,CBP_BcsQ,CbiA,Fer4_NifH,ParA	GO:0005524,GO:0016491,GO:0055114
MT_RS16890	151.6145	169.3950	170.4435	150.0020	His_Phos_1	
MT_RS16895	93.1826	69.8483	81.5095	68.5246	Chorismate_bind	
MT_RS16900	119.0010	143.0225	140.0615	120.2455	Acetyltransf_1,Acetyltransf_10,FR47	GO:0008080,GO:0016747
MT_RS16905	341.1280	283.2265	295.9440	279.3905		
MT_RS16910	46.4562	90.3728	82.9761	91.6110	DAGK_cat	GO:0016301
MT_RS16915	0.0000	0.0000	0.0000	0.0000	Whib	
MT_RS16920	143.8410	207.0370	165.1405	166.2030	HATPase_c,HWE_HK,H_kinase_N,HisKA_2	GO:0004673
MT_RS16925	0.0000	0.0000	0.0000	0.0000	Biotin_lipoyl,Biotin_lipoyl_2	
MT_RS16930	581.9740	619.0790	693.1830	584.4340	zf-HC2	
MT_RS16935	450.6270	296.6500	378.5465	294.2795		
MT_RS16940	392.9340	255.8885	370.1590	242.6235	Sigma70_r2,Sigma70_r4,Sigma70_r4_2	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
MT_RS16945	287.1195	642.6650	535.0335	697.7830	KR,adh_short,adh_short_C2	
MT_RS16950	0.0000	0.0000	0.0000	0.0000		
MT_RS16955	0.0000	0.0000	0.0000	0.0000	tRNA_edit	GO:0002161
MT_RS16960	64.0367	65.9166	68.2993	62.3871	APH,Acetyltransf_1,Acetyltransf_3	GO:0008080
MT_RS16965	65.5143	43.3514	55.6967	49.6598	SRAP	
MT_RS16970	86.2942	102.1317	103.6860	110.4315	EPSP_synthase	GO:0016765
MT_RS16975	65.3889	139.6095	85.5685	109.6045	MMR_HSR1,RsgA_GTPase	GO:0003924,GO:0005525
MT_RS16980	756.7300	3969.2050	1041.3585	3264.8400	FA_desaturase	GO:0006629
MT_RS16985	368.2620	461.7725	364.1925	366.6800	FAD_binding_6,Fer2,NAD_binding_1	GO:0009055,GO:0016491,GO:0051536,GO:0055114
MT_RS16990	72.1448	137.4045	80.2018	104.8657		
MT_RS16995	123.5660	234.1180	172.0810	184.2690	PPK2	
MT_RS17005	74.2614	95.4857	78.5602	85.3025		
MT_RS17010	57.5919	88.3303	64.2411	82.2260	Na_H_Exchanger	GO:0006812,GO:0015299,GO:0016021,GO:0055085
MT_RS17015	301.7050	384.7930	290.6280	362.2070	TrkA_C	GO:0006813,GO:0008324
MT_RS17020	135.8925	88.9333	83.7151	114.1140	NnrU	
MT_RS17025	46.6855	46.9282	48.0429	45.2195	MFS_1,MFS_3,Patatin,cNMP_binding	GO:0006629,GO:0055085
MT_RS17030	253.2670	236.9895	308.1785	225.7760	SecA_DEAD,SecA_PP_bind,SecA_SW	GO:0005524,GO:0016020,GO:0017038
MT_RS17035	343.4285	346.1655	259.5355	401.3785	Ribosom_S30AE_C,Ribosomal_S30AE	GO:0044238
MT_RS17040	45.3649	22.3949	23.6243	22.1567		
MT_RS17045	115.3080	102.2675	80.7631	88.8810		
MT_RS17050	170.8120	179.4240	133.3465	149.5210	Germane,Gmad1	
MT_RS17055	268.4730	304.7095	210.3935	266.3475	HAMP,HATPase_c,HisKA	GO:0000155,GO:0007165,GO:0016021
MT_RS17060	828.2625	1721.2000	1015.3450	1726.0250	Response_reg,Trans_reg_C	GO:0000160,GO:0003677,GO:0006355
MT_RS17065	49.2885	105.4675	108.6860	104.5213	Thymidylate_kin	
MT_RS17070	295.6740	457.1285	565.2490	460.9030	2-Hacid_dh_C,AdoHcyase,AdoHcyase_NAD,IlvN	GO:0051287,GO:0055114
MT_RS17075	148.7170	170.0105	171.7660	185.7320	TetR_C_35,TetR_N	GO:0003677
MT_RS17080	0.0000	0.0000	0.0000	0.0000	Rubredoxin	GO:0005506
MT_RS17085	0.0000	0.0000	0.0000	0.0000	Rubredoxin	GO:0005506
MT_RS17090	112.8125	59.5926	70.2994	86.7910	FA_desaturase	GO:0006629
MT_RS17095	33.7556	50.0930	46.6611	48.3303	AA_permease,AA_permease_2,AA_permease_C	GO:0016020,GO:0022857,GO:0055085
MT_RS17100	64.4201	83.2867	75.5586	78.7567		
