GENE	Glycerol_5.7_r1	Glycerol_5.7_r2	Glycerol_7_r1	Glycerol_7_r2	Pyruvate_5.7_r1	Pyruvate_5.7_r2	Pyruvate_7_r1	Pyruvate_7_r2	Pfam	GO
MT_RS18270	2350.4	2056.71	1193.88	1512.8	3476.69	2881.65	1446.45	1771.6	PE	
MT_RS18275	921.701	904.487	545.631	660.633	1245.41	1276.42	757.19	853.089	PE_PPE_C,PPE	
MT_RS18280	96.0881	114.855	82.0877	69.7574	121.434	140.733	85.3826	80.5326	DUF3376,Patatin	GO:0006629
MT_RS18285	181.546	200.3	174.937	154.02	160.642	178.831	155.056	144.178	DUF1298,WES_acyltransf	GO:0004144,GO:0045017
MT_RS18290	36.98	45.0183	69.411	75.5163	69.7376	72.4503	65.1286	74.1161	SfLAP	
MT_RS18295	70.0802	72.7362	121.589	125.28	102.006	110.337	113.52	119.838	DUF2510	
MT_RS18300	117.017	121.422	230.084	202.588	188.19	220.689	209.334	201.328	Lipoprotein_21	
MT_RS18305	83.8593	87.5273	86.8705	74.5036	179.326	193.62	82.9053	74.254	LytR_C,LytR_cpsA_psr	
MT_RS18310	26.3928	27.8429	32.7722	39.9356	35.5481	32.8711	36.7357	36.5107	KR,adh_short,adh_short_C2	
MT_RS18315	131.266	182.746	62.0728	67.093	137.571	166.958	47.2467	58.3971	DoxX,DoxX_2	
MT_RS18320	789.173	752.706	84.2858	98.9767	882.089	909.94	102.884	125.617	Abhydrolase_3,Say1_Mug180	GO:0016787
MT_RS18325	224.628	257.669	381.228	278.266	337.222	492.998	377.916	247.453	PadR	
MT_RS18330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS18335	150.817	173.394	206.783	181.302	153.722	166.049	173.278	149.571	Glyco_transf_20	GO:0003824,GO:0005992
MT_RS18340	319.737	364.287	493.131	418.047	313.807	358.216	474.024	423.164		
MT_RS18345	108.706	144.123	266.105	196.292	157.335	171.145	213.252	163.545		
MT_RS18350	104.1	103.679	185.226	162.121	122.913	145.102	163.839	152.01		
MT_RS18355	106.295	103.955	212.348	210.405	130.366	138.777	204.313	204.615	MlaD	
MT_RS18360	112.258	144.212	235.992	178.146	153.011	174.915	192.27	173.423	MlaD	
MT_RS18365	108.752	109.808	186.307	192.193	123.618	131.309	180.081	178.148	Mce4_CUP1,MlaD	
MT_RS18370	120.649	125.167	193.748	197.542	143.713	143.411	175.543	181.606	MlaD	
MT_RS18375	107.389	118.56	220.171	198.649	133.603	154.057	209.278	200.176	MlaD	
MT_RS18380	103.765	101.098	181.059	167.062	131.861	139.689	143.04	157.396	Mce4_CUP1,MlaD	
MT_RS18385	91.6988	79.55	150.096	157.224	105.426	106.39	143.166	155.485	MlaE	GO:0043190
MT_RS18390	70.3307	65.484	112.777	118.805	84.6224	77.7567	101.213	93.1436	MlaE	GO:0043190
MT_RS18395	176.607	157.246	57.8632	67.2861	56.8925	54.0649	53.3951	62.7729	KR,adh_short,adh_short_C2	
MT_RS18400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Fer4_13,Fer4_15,Fer4_19	
MT_RS18405	44.785	47.7858	30.2797	28.7463	24.5805	25.6888	27.2927	26.1853	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18410	75.8389	68.7399	46.2918	40.2703	49.9114	56.8185	56.105	56.5367	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18415	10.9041	12.3874	7.32235	6.31848	9.2468	11.1271	7.00158	6.96918	AMP-binding,AMP-binding_C	GO:0003824
MT_RS18425	142.218	132.182	254.034	296.388	123.515	152.673	299.86	310.115	PE	
MT_RS18430	87.4298	85.5973	148.364	176.559	105.658	99.3245	155.685	168.791	TPP_enzyme_N	GO:0030976
MT_RS18435	62.1502	62.4352	80.0888	73.7136	47.7015	50.6389	67.961	59.912	Amidohydro_2	GO:0016787
MT_RS18440	15.0389	12.8544	33.0111	35.6601	16.9113	19.9799	34.2174	31.6441	PE	
MT_RS18445	12.6114	16.6664	15.6944	7.06413	10.4694	9.65157	9.00538	9.13128	AMP-binding_C	
MT_RS18450	70.8091	66.1849	54.6822	55.4823	38.6669	60.911	58.9497	53.7085	PE	
MT_RS18455	73.836	73.0093	35.3375	39.8928	31.3779	25.7247	37.1916	44.5087	AMP-binding,AMP-binding_C	GO:0003824
MT_RS18460	47.5373	51.6074	47.3885	50.4195	37.1372	38.9486	56.0755	55.3087	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS18465	26.2813	25.7165	24.3933	19.7707	27.768	28.3108	24.0849	19.5434		
MT_RS18470	27.4048	31.2148	29.2302	22.3215	33.8731	40.2215	23.2008	19.0015	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS18475	239.692	237.096	169.001	187.854	276.105	266.17	189.661	185.012	Bac_luciferase	GO:0016705,GO:0055114
MT_RS18480	37.8384	44.8904	54.9236	51.1783	37.2703	41.0529	49.3817	53.9086	OB_aCoA_assoc	
MT_RS18485	29.8873	27.9967	32.5692	31.1718	23.3909	28.3114	32.9858	32.2998		
MT_RS18490	89.6898	111.915	79.474	63.7191	81.5096	96.8879	67.3253	58.7007		
MT_RS18495	524.466	592.482	263.123	220.319	765.609	843.017	202.094	204.568	NHL	GO:0005515
MT_RS18500	71.976	82.9874	68.5033	61.3255	78.2421	92.3598	68.6154	63.2614	Hexapep	
MT_RS18505	181.998	192.52	121.773	124.389	112.416	114.995	128.974	131.893	Rieske	GO:0016491,GO:0051537,GO:0055114
MT_RS18510	163.982	158.821	123.837	141.419	92.4915	97.5417	134.194	126.716		
MT_RS18515	71.57	75.5688	116.299	137.216	148.094	122.695	120.337	143.373		
MT_RS18520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS18525	30.4752	36.7266	17.7593	12.5393	10.8771	15.3064	12.9646	8.95118	Sulfotransfer_1,Sulfotransfer_3	GO:0008146
MT_RS18530	43.1933	46.0557	16.668	17.0412	17.944	19.6964	14.5355	15.6541	KR,adh_short,adh_short_C2	
MT_RS18535	77.2522	96.7076	83.9259	55.0163	59.4602	77.1717	60.0616	52.2549		
MT_RS18540	10.5856	10.3376	12.7959	8.86401	11.2866	12.8387	12.4664	10.1211	PE_PPE_C,PPE	
MT_RS18545	6.10775	6.94439	5.94957	5.16876	5.04527	5.82671	4.61266	3.95583	PPE,Pentapeptide_2	
MT_RS18550	117.651	107.114	43.8037	45.3769	46.397	46.9461	38.6599	39.8635	DmpG_comm,HMGL-like	GO:0003824,GO:0016833,GO:0019439
MT_RS18555	79.5097	82.508	29.5918	28.5689	32.9944	32.2822	25.0546	27.3733	AcetDehyd-dimer,Semialdhyde_dh	GO:0008774,GO:0016620,GO:0019439,GO:0051287,GO:0055114
MT_RS18560	166.513	156.572	56.0156	64.9609	61.7743	58.6324	52.9005	45.882	FAA_hydrolase	GO:0003824
MT_RS18565	55.0566	55.7315	22.2614	22.5214	23.057	22.2496	22.5488	22.1249	FAD_binding_2,FAD_binding_3,FAD_oxidored,HI0933_like,NAD_binding_8	GO:0071949
MT_RS18570	33.1249	35.6973	18.4204	17.2896	12.8779	15.0333	14.6338	12.0343	MaoC_dehydrat_N,MaoC_dehydratas	
MT_RS18575	37.1723	39.3421	26.4833	21.6531	35.6581	41.6958	22.1013	20.4462	PE-PPE,PPE	
MT_RS18580	38.0909	39.4136	31.9173	24.2486	33.2665	43.0314	25.8062	21.0552		
MT_RS18585	45.6813	48.1463	37.4078	32.2815	33.5322	37.2364	40.2879	24.4603		
MT_RS18590	26.8603	34.2696	29.3553	25.8371	25.8555	29.4346	25.8217	23.3852	MaoC_dehydrat_N,OB_aCoA_assoc	
MT_RS18595	100.922	99.9694	44.4215	41.7546	39.0306	46.0683	47.3669	37.4116	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18600	60.915	64.9251	48.0547	46.6986	40.4776	40.9819	45.6953	42.865	Acyl-CoA_dh_1,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18605	63.5502	66.5962	48.352	53.6954	51.4463	51.3966	51.618	60.6022	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS18610	119.806	112.274	39.5599	43.5022	39.7456	36.2679	43.8942	48.7115	Thiolase_C,Thiolase_N	GO:0016747
MT_RS18615	261.324	222.763	333.848	400.127	397.191	353.385	365.106	410.334	F420H2_quin_red	GO:0016491,GO:0055114
MT_RS18620	64.5499	79.2362	76.3065	55.3311	55.1251	66.4503	64.7442	54.2019	KR,adh_short,adh_short_C2	
MT_RS18625	56.6142	53.3743	46.147	37.975	22.0412	28.179	30.9002	26.4309	Epimerase,KR,adh_short,adh_short_C2	GO:0003824,GO:0050662
MT_RS18630	26.4002	26.4279	27.9791	30.7219	15.5605	10.7621	24.8274	24.7215	ECH_1,ECH_2	GO:0003824,GO:0003860
MT_RS18635	24.8257	25.18	24.2807	24.0257	14.7716	14.8005	21.5257	20.96	CoA_trans	GO:0008410
MT_RS18640	20.3034	24.0416	19.9264	22.3151	15.4244	18.51	20.6249	17.2543		
MT_RS18645	32.0427	30.4863	31.3506	30.0707	22.5875	30.1398	29.8935	25.7724	FMN_dh,IMPDH,NMO	GO:0003824,GO:0016491,GO:0018580,GO:0055114
MT_RS18650	39.7305	36.0511	60.3111	64.7467	60.7388	59.6668	58.8662	68.1142	FAD_binding_6,FA_desaturase,Fer2,NAD_binding_1	GO:0006629,GO:0009055,GO:0016491,GO:0051536,GO:0055114
MT_RS18655	47.4574	50.1648	41.3959	35.1511	35.1403	41.0586	33.0289	29.6635		
MT_RS18660	84.7086	85.5149	64.2134	60.5997	60.0431	58.3361	64.142	65.4002	Thiolase_C,Thiolase_N,ketoacyl-synt	GO:0016747
MT_RS18665	51.3285	66.7515	66.7264	52.7761	47.8718	54.2461	54.7585	48.5788	TetR_C_24,TetR_N	GO:0003677
MT_RS18670	26.1498	26.9624	44.673	45.2109	34.8832	34.7592	40.7081	43.8781	PPE,Pentapeptide_2	
MT_RS18675	28.6478	31.3736	30.8341	30.6675	21.3968	26.094	28.1083	26.0328	KR,adh_short,adh_short_C2	
MT_RS18680	19.9887	20.0441	25.4602	26.5255	13.7083	14.0432	22.3782	21.4776	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18685	26.3118	26.7303	26.228	24.1036	14.6265	18.5885	25.803	23.1675	AMP-binding,AMP-binding_C	GO:0003824
MT_RS18690	32.6125	30.0097	33.8429	41.8114	32.4681	32.4649	36.312	38.7558	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18695	24.5179	28.6065	30.4059	33.3316	22.7269	21.6674	29.2313	28.4939	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18700	27.0102	23.8306	22.182	25.5276	18.7876	18.4704	25.2987	23.2894	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18705	22.5838	23.6713	22.4284	20.764	14.9355	17.4051	18.9716	17.2309	Aminotran_1_2	GO:0009058,GO:0030170
MT_RS18710	50.6594	49.066	55.7389	45.2215	54.1894	64.625	48.3787	43.5797	Acetyltransf_2	GO:0016407
MT_RS18715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS18720	59.3372	55.9812	50.5031	51.4475	47.5358	49.4426	49.7303	38.1212	Flavin_Reduct	GO:0010181
MT_RS18725	128.473	128.024	109.554	108.247	104.409	111.904	106.879	111.479	Glyoxalase	
MT_RS18730	57.9495	55.5509	58.7544	59.3321	51.3252	48.5473	47.3968	42.7314	Abhydrolase_1,Abhydrolase_6,Hydrolase_4	
MT_RS18735	128.245	119.202	155.053	166.545	121.69	113.359	159.199	148.274	Acyl-CoA_dh_2	
MT_RS18740	48.0888	49.2017	35.5432	36.6937	39.1714	39.315	38.2719	35.543	FAD_binding_6,Fer2,NAD_binding_1	GO:0009055,GO:0016491,GO:0051536,GO:0055114
MT_RS18745	99.9781	112.648	265.922	210.225	117.869	140.02	263.733	258.494		
MT_RS18750	29.1558	25.8589	13.5301	13.3877	12.7564	13.4041	13.9164	12.7462	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N	GO:0016627,GO:0050660,GO:0055114
MT_RS18755	117.691	111.851	102.404	116.489	99.4273	94.8637	118.015	129.128	TetR_C_20,TetR_N	GO:0003677
MT_RS18760	45.0499	37.104	52.0055	61.532	70.9289	70.0556	54.1742	54.9732	LacI,Peripla_BP_1,Peripla_BP_3	GO:0003677,GO:0006355
MT_RS18765	70.1183	76.8654	125.4	104.364	99.2638	102.01	99.9224	86.3333	PknH_C	
MT_RS18770	39.7754	35.8615	45.4003	50.1274	38.4323	43.5895	46.1416	39.7911		
MT_RS18775	25.8747	30.1593	49.945	39.4591	29.04	37.9936	44.7099	30.7311	ArsB,CitMHS	GO:0015105,GO:0015700,GO:0016021,GO:0055085
MT_RS18780	169.859	188.836	240.328	194.605	191.168	215.45	220.061	155.378	SpoU_methylase,SpoU_sub_bind	GO:0003723,GO:0006396,GO:0008168,GO:0008173
MT_RS18785	124.235	120.867	121.301	124.071	143.104	143.308	123.346	108.998	DALR_2,tRNA-synt_1e,tRNA-synt_1g	GO:0000166,GO:0004812,GO:0004817,GO:0005524,GO:0005737,GO:0006418,GO:0006423
MT_RS18790	252.303	300.667	507.797	468.172	279.035	300.786	486.948	358.054	YgbB	GO:0008685,GO:0016114
MT_RS18795	571.811	639.512	807.893	790.614	441.368	464.094	708.208	608.767	CTP_transf_3,IspD,NTP_transf_3	GO:0070567
MT_RS18800	5354.33	5522.98	11370.1	12507.9	6776.8	6368.05	11038.3	10373.8	CarD_CdnL_TRCF	
MT_RS18805	402.447	365.879	927.413	1025.76	762.235	725.416	862.253	986.927		
MT_RS18810	50.4512	50.5269	54.132	51.5546	40.3522	42.1788	44.8229	41.1967	AAA,AAA_25,ATPase,ChlI,DnaB_C,Lon_C,Rubredoxin_2	GO:0003678,GO:0004176,GO:0004252,GO:0005524,GO:0006260,GO:0006508
MT_RS18815	81.6968	95.1431	145.53	115.6	77.7896	92.1609	106.474	87.757	DisA-linker,DisA_N,HHH_2	
MT_RS18820	659.19	653.666	1144.17	1123.25	659.616	707.127	1032.22	1077.13		
MT_RS18825	120.122	120.856	236.172	210.675	168.642	156.811	308.388	314.391	Pro_CA	GO:0004089,GO:0008270
MT_RS18830	96.0424	89.2187	158.745	151.564	128.795	140.455	129.73	134.532	HHH,HhH-GPD	GO:0003677,GO:0006284
MT_RS18835	43.3643	35.6875	55.4393	59.8554	50.6478	48.7178	49.3052	49.9791	PE	
MT_RS18840	15.9812	18.2859	37.5018	37.7411	25.4493	27.0131	34.0024	30.3695	Abhydrolase_1,Abhydrolase_6	
MT_RS18845	235.524	373.339	482.449	315.286	363.033	417.477	451.924	307.638	ABM	
MT_RS18850	111.513	117.111	162.287	142.547	132.421	141.295	153.07	127.528	Beta-lactamase2,ORF_12_N	
MT_RS18855	49.0856	52.5997	51.8327	50.3345	38.7513	46.9739	45.8908	43.453	Amidase_2	GO:0008745,GO:0009253
MT_RS18860	73.4032	66.1559	68.8879	67.3224	69.3896	74.11	64.5239	52.0266	PE	
MT_RS18865	794.992	829.927	746.935	802.475	796.755	753.032	760.738	829.736	AAA,AAA_2,AAA_5,AAA_lid_9,ClpB_D2-small,Clp_N,Sigma54_activat,UVR	GO:0005515,GO:0005524,GO:0006355,GO:0008134,GO:0016887
MT_RS18870	1570.47	1667.55	2826.51	2260.85	1974.94	1858.25	2218.24	1683.63	Lsr2	
MT_RS18875	78.1871	80.2704	128.343	136.559	135.752	128.165	116.807	120.13	tRNA-synt_2,tRNA_anti-codon	GO:0000166,GO:0003676,GO:0004812,GO:0005524,GO:0006418
MT_RS18885	96.9738	97.8555	92.4565	90.8954	163.33	168.557	102.517	97.3005	Pan_kinase	GO:0004594
MT_RS18890	228.539	205.186	242.023	275.772	434.535	386.46	246.079	261.079	Asp_decarbox	GO:0004068,GO:0006523
MT_RS18895	127.749	136.068	115.951	100.81	175.952	212.655	119.972	104.402	Pantoate_ligase	GO:0004592,GO:0015940
MT_RS18900	177.786	171.189	136.39	120.924	225.458	242.438	143.854	131.075	Rossmann-like	
MT_RS18905	121.839	128.739	225.76	200.134	107.266	128.07	189.427	185.332		
MT_RS18910	104.247	119.616	154.304	145.358	87.473	102.29	123.858	108.216	DUF3180	
MT_RS18915	166.128	178.396	194.009	167.651	139.405	159.648	184.863	148.063	HPPK	GO:0003848,GO:0009396
MT_RS18920	228.703	238.059	287.487	265.461	214.216	220.199	249.641	178.287	FolB	GO:0004150,GO:0006760
MT_RS18925	80.6241	86.6148	90.6062	76.916	62.7807	68.9332	71.765	48.8645	Pterin_bind	GO:0042558
MT_RS18930	182.877	191.172	181.262	157.694	142.098	152.447	163.014	155.343	GTP_cyclohydroI	
MT_RS18935	224.103	231.332	245.31	222.004	221.633	241.888	222.87	204.966	AAA,AAA_5,AAA_lid_3,Peptidase_M41	GO:0004222,GO:0005524,GO:0006508,GO:0016887
MT_RS18940	160.581	220.87	87.2702	61.5329	142.942	206.307	76.5301	64.2813		
MT_RS18945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS18950	2376.91	2413.75	491.091	481.366	1644.77	1526.07	584.844	611.485		
MT_RS18955	8728.7	7584.3	1593.93	2061.44	6509.53	5557.5	2011.82	2502.96	T7SS_ESX_EspC	GO:0009306
MT_RS18960	2151.9	1904.78	462.714	576.355	1659.67	1436.58	574.928	716.751		
MT_RS18965	59.1675	64.7046	129.247	111.861	57.4554	71.0747	128.295	107.845	Abhydrolase_1,Abhydrolase_6,Hydrolase_4	
MT_RS18970	27.853	29.0515	73.1211	62.3602	26.3594	32.2208	73.3398	56.3359	Bac_luciferase	GO:0016705,GO:0055114
MT_RS18975	124.157	96.2582	163.65	141.59	110.517	103.728	172.579	186.901	WXG100	
MT_RS18980	375.478	329.809	620.112	541.937	564.846	515.606	626.315	626.948	WXG100	
MT_RS18985	13.8637	14.4275	13.4011	14.897	13.8148	14.1338	11.5584	13.7541	PE_PPE_C,PPE	
MT_RS18990	14.4803	4.61866	14.01	11.3151	23.5069	16.2887	17.8617	18.0046	PE	
MT_RS18995	88.8068	77.5905	254.825	276.957	149.195	151.525	248.535	270.261	SIMPL	
MT_RS19000	240.986	245.663	394.118	395.128	290.407	303.299	344.411	336.365	Pribosyltran	GO:0009116
MT_RS19005	46.2815	43.2867	22.7269	20.9854	24.7631	28.4643	18.6984	14.629	ATP_bind_3,TilS	GO:0000166,GO:0005524,GO:0005737,GO:0008033,GO:0016879
MT_RS19010	120.893	117.031	75.9467	77.4216	89.8124	88.623	66.2331	58.8719	Zincin_2	
MT_RS19015	247.083	225.08	134.275	150.786	172.824	161.81	127.71	127.117	Peptidase_S13	GO:0004185,GO:0006508
MT_RS19020	195.326	178.813	264.329	327.856	397.799	351.693	270.403	300.315	Pyrophosphatase	GO:0000287,GO:0004427,GO:0005737,GO:0006796
MT_RS19025	49.087	59.8376	112.64	99.6931	70.1633	79.7866	93.8782	83.4683	DUF475,TerC	GO:0016021
MT_RS19030	50.3364	52.4257	84.6107	75.1726	61.2517	68.9261	78.6451	69.0815		
MT_RS19035	82.5392	81.7257	150.925	147.208	110.583	105.703	118.811	116.187	Glycos_transf_2	
MT_RS19040	134.437	97.3051	280.151	325.656	216.563	159.951	299.77	281.963	DUF2304	
MT_RS19045	662.086	645.829	623.023	757.023	512.371	476.86	774.92	999.144	PhyH	
MT_RS19050	168.243	181.931	292.712	263.924	237.028	262.2	266.2	253.984	3Beta_HSD,Epimerase,GDP_Man_Dehyd,NAD_binding_10,NAD_binding_4,Polysacc_synt_2,RmlD_sub_bind	GO:0003824,GO:0003854,GO:0006694,GO:0016616,GO:0050662,GO:0055114
MT_RS19055	19.212	20.2962	37.1918	37.8148	28.0761	30.1916	37.602	33.6475		
MT_RS19070	11.5652	13.0397	13.9479	10.088	15.8056	16.5392	10.1741	7.26167	IstB_IS21	GO:0005524
MT_RS19075	14.612	16.0614	10.44	7.16699	9.92624	10.7893	10.3523	8.30557		
MT_RS19080	10.6127	11.8064	8.81546	8.00972	9.28653	9.17195	6.81155	7.21856	MULE,Transposase_mut	GO:0003677,GO:0004803,GO:0006313
MT_RS19085	40.224	44.477	24.2153	23.1335	30.2985	31.1034	28.6675	26.5471	Fic	
MT_RS19090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	VbhA	
MT_RS19095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS19105	63.5013	59.6618	72.287	78.3134	71.0822	73.4243	72.2667	73.5766	AAA,DNA_pol3_delta2	GO:0005524
MT_RS19110	187.384	195.321	167.267	134.061	205.451	242.857	148.74	119.007	Guanylate_cyc,HAMP	GO:0007165,GO:0009190,GO:0016021,GO:0016849,GO:0035556
MT_RS19115	82.9412	87.9995	147.748	137.903	136.69	142.897	121.565	110.892	Topoisom_bac,Toprim,Toprim_4,Toprim_C_rpt	GO:0003677,GO:0003916,GO:0006265
MT_RS19120	260.351	267.382	334.25	346.624	263.229	260.916	342.026	334.954		
MT_RS19125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	CSD	GO:0003676
MT_RS19130	12.9633	12.9189	12.2533	10.5311	16.816	19.1742	13.5342	10.3565	DEAD,DUF1998,Helicase_C	GO:0003676,GO:0005524
MT_RS19135	14.8199	18.9079	19.118	6.17621	35.2853	25.9321	12.187	7.01974	PE	
MT_RS19140	162.641	186.703	116.232	98.461	245.949	253.475	93.8576	98.4124	DUF5593,DUF5628	
MT_RS19150	8.33769	12.3534	6.76577	8.0704	7.07323	10.3874	7.85174	7.54831	PE	
MT_RS19155	107.162	120.946	111.657	72.143	80.291	103.545	127.102	105.424	Tad	
MT_RS19160	47.061	9.23732	16.812	20.3671	16.4549	24.433	29.7695	10.2884		
MT_RS19165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUF4244	
MT_RS19170	18.1176	21.7228	16.0508	14.6008	11.7647	14.569	15.7964	20.007		
MT_RS19175	141.975	123.566	270.037	214.342	151.964	174.691	262.718	183.331	T2SSF	
MT_RS19180	16.8551	16.5283	11.4288	9.14334	8.27648	9.14053	9.73685	8.70958	T2SSE	
MT_RS19185	39.392	39.0443	14.843	14.1856	16.5512	17.4969	21.8149	19.2455		
MT_RS19190	121.666	118.495	152.606	137.849	137.858	139.699	142.755	139.478	HAD,Hydrolase	
MT_RS19195	123.046	133.863	618.958	521.601	130.376	159.663	605.227	476.847		
MT_RS19200	39.2854	39.5731	39.125	37.6898	39.2081	43.6386	35.9079	34.1048	ABC_tran,oligo_HPY	GO:0000166,GO:0005524,GO:0015833,GO:0016887
MT_RS19205	10.9212	12.5557	10.5897	9.37795	15.1964	15.8401	11.843	12.3642	BPD_transp_1	GO:0016020,GO:0055085
MT_RS19210	20.0502	25.2138	23.0931	20.6301	27.5965	31.8708	21.695	18.8808	BPD_transp_1	GO:0016020,GO:0055085
MT_RS19215	101.788	116.485	94.4935	65.0497	100.264	127.778	80.9793	75.9985	SBP_bac_5	
MT_RS19225	83.0799	82.5711	84.7646	79.1649	97.5784	101.54	77.9777	78.0421	ACAS_N,AMP-binding,AMP-binding_C	GO:0003824
MT_RS19230	104.98	99.1563	149.805	159.121	107.681	114.532	138.102	153.779		
MT_RS19235	103.241	105.865	229.556	216.042	181.735	190.784	204.704	211.11	Phage_holin_3_6	
MT_RS19240	27.089	31.9805	52.1459	41.1256	32.382	37.9911	44.6975	34.307	Abhydrolase_1,Abhydrolase_6,Hydrolase_4	
MT_RS19245	75.7962	86.2266	114.052	109.156	102.414	99.5482	106.892	91.1114	Colicin_V,Trypsin,Trypsin_2	GO:0004252,GO:0006508,GO:0009403,GO:0016020
MT_RS19250	91.4642	102.879	159.154	146.759	129.78	125.779	140.483	148.387	NUDIX	GO:0016787
MT_RS19255	242.082	241.577	262.955	270.676	250.476	257.469	273.068	246.16	AhpC-TSA,Redoxin,Thioredoxin_8	GO:0016209,GO:0016491,GO:0055114
MT_RS19260	157.958	182.796	200.655	153.05	190.258	221.065	173.458	150.161	EndIII_4Fe-2S,HHH,HhH-GPD	GO:0003677,GO:0006284,GO:0051539
MT_RS19265	984.491	900.938	1083.11	937.69	522.911	551.861	662.221	679.982		
MT_RS19270	487.42	474.889	757.766	829.863	581.614	571.243	718.511	736.462	Crp,HTH_Crp_2,cNMP_binding	GO:0003677,GO:0006355
MT_RS19275	76.5228	83.994	116.485	100.837	84.0787	93.6399	98.0879	82.2455	BLACT_WH,Lactamase_B	
MT_RS19280	334.618	317.743	556.017	614.584	468.207	452.954	531.408	605.55	Ribonuc_L-PSP,YjgF_endoribonc	
MT_RS19285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DUF4177	
MT_RS19290	1186.96	1480.51	2190.47	1502.83	1287.0	1637.48	1502.93	1263.53	ArsA_ATPase,CbiA	
MT_RS19295	582.756	668.693	998.418	791.248	562.944	662.61	750.68	636.374	AAA_31,ArsA_ATPase,CbiA	
MT_RS19300	357.573	395.381	604.877	526.104	386.31	348.21	472.182	463.196	Whib	
MT_RS19305	263.939	294.963	284.117	267.745	305.342	317.766	274.88	256.593	PASTA,Transgly,Transpeptidase	GO:0008658
MT_RS19310	319.462	310.485	269.632	296.167	273.966	276.14	324.918	356.044	Metallophos,Metallophos_2	GO:0016787
MT_RS19315	215.653	228.939	250.002	234.904	208.259	229.494	247.784	216.509	PALP	
MT_RS19325	58.3306	55.3403	58.7017	55.5612	48.9013	56.5952	59.2595	52.5617	p450	GO:0005506,GO:0016705,GO:0020037,GO:0055114
MT_RS19330	3211.3	3643.07	1326.86	1310.81	5261.96	6297.48	1761.44	1704.71		
MT_RS19335	240.921	225.045	189.14	194.713	269.303	246.489	181.138	163.84	STAS,STAS_2	
MT_RS19340	274.376	278.753	265.183	283.144	353.268	349.195	293.679	297.061	YqeY	
MT_RS19345	227.421	228.56	280.32	284.263	268.999	270.783	271.809	304.054		
MT_RS19350	70.7685	67.1219	93.0008	87.2057	85.2949	87.3062	91.5506	92.002	DUF4129	
MT_RS19355	120.236	142.797	113.163	94.985	126.378	150.323	101.694	96.5714	DUF4350	
MT_RS19360	84.4071	86.2512	125.211	134.721	127.973	121.197	130.29	162.694	AAA_3,AAA_5,AAA_lid_2,MCM	GO:0003677,GO:0005524,GO:0006270,GO:0016887
MT_RS19365	86.3102	85.3476	121.042	118.833	115.377	125.481	119.698	121.896	DUF58	
MT_RS19370	227.704	249.757	166.504	155.64	210.882	222.582	169.618	128.849	SpoIIM	
MT_RS19375	168.196	167.916	132.981	115.956	190.052	207.373	131.673	124.703	RDD	
MT_RS19380	63.2393	71.7953	59.9985	61.8599	98.7584	94.7389	67.2951	66.9622	FGGY_C,FGGY_N	GO:0005975,GO:0016773
MT_RS19385	247.921	243.868	317.029	305.63	303.962	369.244	319.715	260.837	PIN	
MT_RS19390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
MT_RS19395	20.1148	20.4808	15.3798	15.4808	13.3158	14.4239	15.8571	14.396		
MT_RS19400	283.144	269.887	214.876	234.475	205.216	197.762	237.144	239.308	Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,TPMT	GO:0008168,GO:0008757
